"CLASS","MFR","CAR LINE","DISPLACEMENT","NUMB CYL","TRANS","DRIVE SYS","CITY MPG (GUIDE)","HWY MPG (GUIDE)","COMB MPG (GUIDE)","UNRND CITY (EPA)","UNRND HWY (EPA)","UNRND COMP (EPA)","FUEL TYPE","GUZLR","TURBO","SPCHGR","AVG 2D PASS VOL","AVG 2D LUGG VOL","AVG 4D PAS VOL","AVG 4D LUGG VOL","AVG HB PAS VOL","AVG HB LUGG VOL","ANL FL CST","ENG BLK TXT","TRANS DESC TXT","VLVS PER CYL","CLS","REL DT"
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",4,6,"Auto(L5)",4,15,19,17,16.97,24.72,19.75,"R",,,,,,,,,,1940," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",4,6,"Manual(M5)",4,16,19,17,17.38,24.46,19.98,"R",,,,,,,,,,1940," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON 4WD",2.8,4,"Auto(L4)",4,16,22,19,18.13,28.64,21.72,"R",,,,,,,,,,1736," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON 4WD",2.8,4,"Manual(M5)",4,18,23,20,19.8,29.6,23.27,"R",,,,,,,,,,1650," ","SIL ",4,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON 4WD",3.5,5,"Auto(L4)",4,18,22,19,19.7,28.4,22.85,"R",,,,,,,,,,1736," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON 4WD",3.5,5,"Manual(M5)",4,19,24,21,20.6,30.5,24.12,"R",,,,,,,,,,1571," ","SIL ",4,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON CREW CAB 4WD",2.8,4,"Auto(L4)",4,16,22,19,18.13,28.64,21.72,"R",,,,,,,,,,1736," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON CREW CAB 4WD",2.8,4,"Manual(M5)",4,18,23,20,19.8,29.6,23.27,"R",,,,,,,,,,1650," ","SIL ",4,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","CANYON CREW CAB 4WD",3.5,5,"Auto(L4)",4,17,22,19,19.3,28.6,22.61,"R",,,,,,,,,,1736," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K15 SIERRA HYBRID 4WD",5.3,8,"Auto(L4)",4,17,19,18,18.5,24.9,20.92,"R",,,,,,,,,,1835," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.3,6,"Auto(L4)",4,15,18,16,16.6,23.4,19.1,"R",,,,,,,,,,2062," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.3,6,"Manual(M5)",4,15,20,17,16.5,25,19.48,"R",,,,,,,,,,1940," ","SIL ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.8,8,"Auto(L4)",4,15,19,17,16.97,24.4,19.67,"R",,,,,,,,,,1940," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.8,8,"Manual(M5)",4,15,19,17,17.3,25.3,20.17,"R",,,,,,,,,,1940," ","SIL ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",5.3,8,"Auto(L4)",4,15,19,17,16.64,24.3,19.39,"R",,,,,,,,,,1940," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",5.3,8,"Auto(L4)",4,11,14,13,12.68,18.44,14.75,"E",,,,,,,,,,2307,"RNG310-440","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",5.3,8,"Auto(L4)",4,15,19,16,16.43,23.93,19.13,"R",,,,,,,,,,2062,"RNG420-580","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",6,8,"Auto(L4)",4,14,17,15,15.7,22.4,18.14,"P",,,,,,,,,,2401," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA AWD",6,8,"Auto(L4)",4,13,17,15,15.2,22.2,17.71,"P",,,,,,,,,,2401," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","HONDA","RIDGELINE 4WD",3.5,6,"Auto(L5)",4,16,21,18,18.1,27.5,21.39,"R",,,,,,,,,,1835," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","ISUZU","I-350 4WD CREW CAB",3.5,5,"Auto(L4)",4,17,22,19,19.3,28.6,22.61,"R",,,,,,,,,,1736," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","LINCOLN","MARK LT",5.4,8,"Auto(L4)",4,14,18,15,15.2,22.5,17.8,"R",,,,,,,,,,2201," ","CLKUP ",3,13,
"STANDARD PICKUP TRUCKS 4WD","MAZDA","B4000 4WD",4,6,"Auto(L5)",4,15,19,17,16.97,24.72,19.75,"R",,,,,,,,,,1940," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","MAZDA","B4000 4WD",4,6,"Manual(M5)",4,16,19,17,17.38,24.46,19.98,"R",,,,,,,,,,1940," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","MITSUBISHI","RAIDER PICKUP 4WD",3.7,6,"Auto(L4)",4,15,19,17,16.92,24.52,19.66,"R",,,,,,,,,,1940," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","MITSUBISHI","RAIDER PICKUP 4WD",3.7,6,"Manual(M6)",4,16,20,18,18.2,25.75,20.96,"R",,,,,,,,,,1835," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","MITSUBISHI","RAIDER PICKUP 4WD",4.7,8,"Auto(L5)",4,15,20,17,16.8,25.8,19.93,"R",,,,,,,,,,1940," ","CLKUP ",2,13,
"STANDARD PICKUP TRUCKS 4WD","MITSUBISHI","RAIDER PICKUP 4WD",4.7,8,"Manual(M6)",4,15,19,17,16.3,25.3,19.41,"R",,,,,,,,,,1940," ",,2,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER V6-4WD",4,6,"Auto(L5)",4,15,20,17,17.15,25.97,20.25,"R",,,,,,,,,,1940," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER V6-4WD",4,6,"Manual(M6)",4,17,21,18,18.76,26.46,21.59,"R",,,,,,,,,,1835," ",,4,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","TITAN 4WD",5.6,8,"Auto(L5)",4,14,18,15,15.05,23.31,17.91,"R",,,,,,,,,,2201," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","TITAN 4WD",5.6,8,"Auto(L5)",4,10,13,11,11.01,16.62,12.98,"E",,,,,,,,,,2727,"RNG310/330","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","NISSAN","TITAN 4WD",5.6,8,"Auto(L5)",4,14,18,15,15.16,23.02,17.92,"R",,,,,,,,,,2201,"RNG420/450","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",2.7,4,"Manual(M5)",4,19,23,20,20.8,29.3,23.92,"R",,,,,,,,,,1650," ",,4,13,
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",4,6,"Auto(L5)",4,17,21,19,19.38,27.44,22.33,"R",,,,,,,,,,1736," ","CLKUP ",4,13,
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",4,6,"Manual(M6)",4,16,20,17,17.4,25.4,20.27,"R",,,,,,,,,,1940," ",,4,13,
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TUNDRA 4WD",4.7,8,"Auto(L5)",4,15,18,16,16.57,22.74,18.88,"R",,,,,,,,,,2062," ","CLKUP ",4,13,
"VANS, CARGO TYPE","CHEVROLET","G15/25CHEV VAN 2WD CONV",4.3,6,"Auto(L4)","R",14,18,16,15.8,23.5,18.53,"R",,,,,,,,,,2062," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","G15/25CHEV VAN 2WD CONV",5.3,8,"Auto(L4)","R",14,18,16,16.1,23,18.61,"R",,,,,,,,,,2062," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 CHEVY VAN 2WD",4.3,6,"Auto(L4)","R",15,20,17,16.9,25,19.78,"R",,,,,,,,,,1940," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 CHEVY VAN 2WD",5.3,8,"Auto(L4)","R",15,20,17,17.19,25.73,20.21,"R",,,,,,,,,,1940," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","H1500 CHEVY VAN AWD CONV",5.3,8,"Auto(L4)",4,14,18,16,16.4,25.4,19.51,"R",,,,,,,,,,2062," ","CLKUP ",2,14,
"VANS, CARGO TYPE","CHEVROLET","H1500/2500 CHEVY VAN AWD",5.3,8,"Auto(L4)",4,14,18,16,16.6,24.5,19.42,"R",,,,,,,,,,2062," ","CLKUP ",2,14,
"VANS, CARGO TYPE","FORD","E150 ECONOLINE 2WD",4.6,8,"Auto(L4)","R",15,19,16,16.4,23.8,19.07,"R",,,,,,,,,,2062," ","CLKUP ",2,14,
"VANS, CARGO TYPE","FORD","E150 ECONOLINE 2WD",5.4,8,"Auto(L4)","R",14,17,15,15.6,22.2,18.01,"R",,,,,,,,,,2201," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G15/25 SAVANA 2WD CARGO CONV",4.3,6,"Auto(L4)","R",14,18,16,15.8,23.5,18.53,"R",,,,,,,,,,2062," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G15/25 SAVANA 2WD CARGO CONV",5.3,8,"Auto(L4)","R",14,18,16,16.1,23,18.61,"R",,,,,,,,,,2062," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",4.3,6,"Auto(L4)","R",15,20,17,16.9,25,19.78,"R",,,,,,,,,,1940," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",5.3,8,"Auto(L4)","R",15,20,17,17.26,25.76,20.27,"R",,,,,,,,,,1940," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","H1500 SAVANA AWD CARGO CONV",5.3,8,"Auto(L4)",4,14,18,16,16.4,25.4,19.51,"R",,,,,,,,,,2062," ","CLKUP ",2,14,
"VANS, CARGO TYPE","GMC","H1500/2500 SAVANA CARGO AWD",5.3,8,"Auto(L4)",4,14,18,16,16.6,24.5,19.42,"R",,,,,,,,,,2062," ","CLKUP ",2,14,
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 CHEVY EXPRESS 2WD",4.3,6,"Auto(L4)","R",15,19,17,16.6,24.7,19.47,"R",,,,,,,,,,1940," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 CHEVY EXPRESS 2WD",5.3,8,"Auto(L4)","R",14,18,16,16.1,23,18.61,"R",,,,,,,,,,2062," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","CHEVROLET","H1500 CHEVY EXPRESS AWD",5.3,8,"Auto(L4)",4,14,18,16,16.4,25.4,19.51,"R",,,,,,,,,,2062," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","FORD","E150 CLUB WAGON",4.6,8,"Auto(L4)","R",14,18,16,16,23.4,18.65,"R",,,,,,,,,,2062," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","FORD","E150 CLUB WAGON",5.4,8,"Auto(L4)","R",13,17,14,14.4,21.3,16.86,"R",,,,,,,,,,2356," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","GMC","G1500/2500 SAVANA 2WD PASSEN",4.3,6,"Auto(L4)","R",15,19,17,16.6,24.7,19.47,"R",,,,,,,,,,1940," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","GMC","G1500/2500 SAVANA 2WD PASSEN",5.3,8,"Auto(L4)","R",14,18,16,16.1,23,18.61,"R",,,,,,,,,,2062," ","CLKUP ",2,15,
"VANS, PASSENGER TYPE","GMC","H1500 SAVANA PASS VAN AWD",5.3,8,"Auto(L4)",4,14,18,16,16.4,25.4,19.51,"R",,,,,,,,,,2062," ","CLKUP ",2,15,
"SPEC PURP VEH - MINIVAN - 2WD","BUICK","TERRAZA FWD",3.5,6,"Auto(L4)","F",18,25,21,20.2,31.94,24.2,"R",,,,,,,,,,1571," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","BUICK","TERRAZA FWD",3.9,6,"Auto(L4)","F",18,25,21,19.9,32.5,24.11,"R",,,,,,,,,,1571," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","CHEVROLET","UPLANDER FWD",3.5,6,"Auto(L4)","F",18,25,21,20.2,31.94,24.2,"R",,,,,,,,,,1571," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","CHEVROLET","UPLANDER FWD",3.9,6,"Auto(L4)","F",18,25,21,19.9,32.5,24.11,"R",,,,,,,,,,1571," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","CHRYSLER","TOWN & COUNTRY 2WD",3.8,6,"Auto(L4)","F",18,25,20,19.5,31.9,23.63,"R",,,,,,,,,,1650," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",2.4,4,"Auto(L4)","F",20,26,22,21.8,33.55,25.88,"R",,,,,,,,,,1502," ","CLKUP ",4,20,
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",3.3,6,"Auto(L4)","F",13,17,14,14.1,22.1,16.84,"E",,,,,,,,,,2142,"E85 280","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",3.3,6,"Auto(L4)","F",19,26,21,21.4,33.85,25.64,"R",,,,,,,,,,1571,"GAS 420","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",3.8,6,"Auto(L4)","F",18,25,20,19.5,31.9,23.63,"R",,,,,,,,,,1650," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","FORD","FREESTAR CARGO VAN FWD",3.9,6,"Auto(L4)","F",18,24,20,19.64,30.17,23.3,"R",,,,,,,,,,1650," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","FORD","FREESTAR CARGO VAN FWD",4.2,6,"Auto(L4)","F",17,23,19,18.54,28.9,22.1,"R",,,,,,,,,,1736," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","FORD","FREESTAR WAGON FWD",3.9,6,"Auto(L4)","F",18,24,20,19.64,30.17,23.3,"R",,,,,,,,,,1650," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","FORD","FREESTAR WAGON FWD",4.2,6,"Auto(L4)","F",17,23,19,18.54,28.9,22.1,"R",,,,,,,,,,1736," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","HONDA","ODYSSEY 2WD",3.5,6,"Auto(L5)","F",19,25,21,20.9,32.5,24.9,"R",,,,,,,,,,1571," ","CLKUP ",4,20,
"SPEC PURP VEH - MINIVAN - 2WD","HONDA","ODYSSEY 2WD",3.5,6,"Auto(L5)","F",20,28,23,21.8,36.1,26.53,"R",,,,,,,,,,1436,"VCM","CLKUP ",4,20,
"SPEC PURP VEH - MINIVAN - 2WD","KIA","KIA SEDONA(VQ)",3.8,6,"Auto(L5)","F",17,25,20,18.45,32,22.79,"R",,,,,,,,,,1650," ","CLKUP ",4,20,
"SPEC PURP VEH - MINIVAN - 2WD","MAZDA","MPV",3,6,"Auto(L5)","F",18,25,20,19.75,31.44,23.72,"R",,,,,,,,,,1650," ","DC/FW",4,20,
"SPEC PURP VEH - MINIVAN - 2WD","MERCURY","MONTEREY WAGON FWD",4.2,6,"Auto(L4)","F",17,23,19,18.54,28.9,22.1,"R",,,,,,,,,,1736," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","NISSAN","QUEST",3.5,6,"Auto(L4)","F",19,26,22,21,33.3,25.19,"R",,,,,,,,,,1502," ","CLKUP ",4,20,
"SPEC PURP VEH - MINIVAN - 2WD","NISSAN","QUEST",3.5,6,"Auto(L5)","F",18,25,21,20.25,32.47,24.38,"R",,,,,,,,,,1571," ","CLKUP ",4,20,
"SPEC PURP VEH - MINIVAN - 2WD","PONTIAC","MONTANA SV6 FWD",3.5,6,"Auto(L4)","F",18,25,21,20.2,31.94,24.2,"R",,,,,,,,,,1571," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","PONTIAC","MONTANA SV6 FWD",3.9,6,"Auto(L4)","F",18,25,21,19.9,32.5,24.11,"R",,,,,,,,,,1571," ","CLKUP ",2,20,
"SPEC PURP VEH - S.U.V. - 2WD","PONTIAC","TORRENT FWD",3.4,6,"Auto(L5)","F",19,24,21,20.8,32.7,24.87,"R",,,,,,,,,,1571," ","CLKUP ",4,22,08/15/05
"SPEC PURP VEH - MINIVAN - 2WD","SATURN","RELAY FWD",3.5,6,"Auto(L4)","F",18,25,21,20.2,31.94,24.2,"R",,,,,,,,,,1571," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","SATURN","RELAY FWD",3.9,6,"Auto(L4)","F",18,25,21,19.9,32.5,24.11,"R",,,,,,,,,,1571," ","CLKUP ",2,20,
"SPEC PURP VEH - MINIVAN - 2WD","TOYOTA","SIENNA 2WD",3.3,6,"Auto(L5)","F",19,26,21,20.8,33.5,25.08,"R",,,,,,,,,,1571," ","CLKUP ",4,20,
"SPEC PURP VEH - MINIVAN - 4WD","BUICK","TERRAZA AWD",3.5,6,"Auto(L4)",4,17,23,19,18.9,29,22.41,"R",,,,,,,,,,1736," ","CLKUP ",2,21,
"SPEC PURP VEH - MINIVAN - 4WD","CHEVROLET","UPLANDER AWD",3.5,6,"Auto(L4)",4,17,23,19,18.9,29,22.41,"R",,,,,,,,,,1736," ","CLKUP ",2,21,
"SPEC PURP VEH - MINIVAN - 4WD","PONTIAC","MONTANA SV6 AWD",3.5,6,"Auto(L4)",4,17,23,19,18.9,29,22.41,"R",,,,,,,,,,1736," ","CLKUP ",2,21,
"SPEC PURP VEH - S.U.V. - 4WD","PONTIAC","TORRENT AWD",3.4,6,"Auto(L5)",4,18,23,20,20,30.8,23.75,"R",,,,,,,,,,1650," ","CLKUP ",4,23,08/15/05
"SPEC PURP VEH - MINIVAN - 4WD","SATURN","RELAY AWD",3.5,6,"Auto(L4)",4,17,23,19,18.9,29,22.41,"R",,,,,,,,,,1736," ","CLKUP ",2,21,
"SPEC PURP VEH - MINIVAN - 4WD","TOYOTA","SIENNA 4WD",3.3,6,"Auto(L5)",4,17,23,19,19.06,29.17,22.58,"R",,,,,,,,,,1736," ","CLKUP ",4,21,
"SPEC PURP VEH - S.U.V. - 2WD","BUICK","RAINIER 2WD",4.2,6,"Auto(L4)","R",16,22,18,17.6,28,21.13,"R",,,,,,,,,,1835," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","BUICK","RAINIER 2WD",5.3,8,"Auto(L4)","R",16,22,18,17.7,28.3,21.29,"R",,,,,,,,,,1835," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","BUICK","RENDEZVOUS FWD",3.5,6,"Auto(L4)","F",19,26,21,20.8,32.7,24.87,"R",,,,,,,,,,1571," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","BUICK","RENDEZVOUS FWD",3.6,6,"Auto(L4)","F",18,27,21,21,34.4,25.46,"R",,,,,,,,,,1571," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CADILLAC","ESCALADE 2WD",6,8,"Auto(L4)","R",14,18,16,15.8,22.9,18.36,"P",,,,,,,,,,2250," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CADILLAC","SRX 2WD",3.6,6,"Auto(S5)","R",16,23,19,18,30.3,22.02,"R",,,,,,,,,,1736," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CADILLAC","SRX 2WD",4.6,8,"Auto(S5)","R",15,21,17,16.6,27.5,20.2,"P",,,,,,,,,,2117," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 AVALANCHE 2WD",5.3,8,"Auto(L4)","R",11,14,12,11.8,18,13.96,"E",,,,,,,,,,2499,"RNG310-480","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 AVALANCHE 2WD",5.3,8,"Auto(L4)","R",14,19,16,15.7,24,18.59,"R",,,,,,,,,,2062,"RNG420-610","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 SUBURBAN 2WD",5.3,8,"Auto(L4)","R",11,14,12,11.8,18,13.96,"E",,,,,,,,,,2499,"RNG310-480","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 SUBURBAN 2WD",5.3,8,"Auto(L4)","R",14,19,16,15.7,24,18.59,"R",,,,,,,,,,2062,"RNG420-610","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 TAHOE 2WD",4.8,8,"Auto(L4)","R",16,20,17,17.3,25.6,20.26,"R",,,,,,,,,,1940," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 TAHOE 2WD",5.3,8,"Auto(L4)","R",15,20,17,16.4,25.4,19.51,"R",,,,,,,,,,1940," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 TAHOE 2WD",5.3,8,"Auto(L4)","R",11,15,13,12.7,19.7,15.12,"E",,,,,,,,,,2307,"RNG310-480","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","C1500 TAHOE 2WD",5.3,8,"Auto(L4)","R",15,20,17,16.9,25.9,20.03,"R",,,,,,,,,,1940,"RNG420-610","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","EQUINOX FWD",3.4,6,"Auto(L5)","F",19,24,21,20.8,32.7,24.87,"R",,,,,,,,,,1571," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","HHR FWD",2.2,4,"Auto(L4)","F",23,30,25,26,39.2,30.64,"R",,,,,,,,,,1320," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","HHR FWD",2.2,4,"Manual(M5)","F",23,30,25,25.8,42.9,31.44,"R",,,,,,,,,,1320," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","HHR FWD",2.4,4,"Auto(L4)","F",23,30,25,25.7,40.4,30.73,"R",,,,,,,,,,1320," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","HHR FWD",2.4,4,"Manual(M5)","F",22,30,25,25.2,39.4,30.08,"R",,,,,,,,,,1320," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRAILBLAZER 2WD",4.2,6,"Auto(L4)","R",16,22,18,17.6,28,21.13,"R",,,,,,,,,,1835," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRAILBLAZER 2WD",5.3,8,"Auto(L4)","R",16,21,18,17.49,26.9,20.76,"R",,,,,,,,,,1835," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRAILBLAZER 2WD",6,8,"Auto(L4)","R",15,19,17,16.7,25.1,19.66,"P",,,,,,,,,,2117," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRAILBLAZER EXT 2WD",4.2,6,"Auto(L4)","R",15,20,17,16.7,25.7,19.82,"R",,,,,,,,,,1940," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHEVROLET","TRAILBLAZER EXT 2WD",5.3,8,"Auto(L4)","R",16,20,18,17.7,28.3,21.29,"R",,,,,,,,,,1835," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PACIFICA 2WD",3.5,6,"Auto(L4)","F",17,23,19,18.65,29.53,22.36,"R",,,,,,,,,,1736," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PACIFICA 2WD",3.8,6,"Auto(L4)","F",18,25,20,19.5,31.9,23.63,"R",,,,,,,,,,1650," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PT CRUISER",2.4,4,"Auto(L4)","F",19,26,23,23,34.1,26.95,"P",,"T",,,,,,,,1566," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PT CRUISER",2.4,4,"Auto(L4)","F",21,26,23,23.7,34.1,27.47,"R",,,,,,,,,,1436," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PT CRUISER",2.4,4,"Manual(M5)","F",21,27,23,25.2,34.9,28.8,"P",,"T",,,,,,,,1566," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PT CRUISER",2.4,4,"Manual(M5)","F",22,29,25,26.55,36.69,30.32,"R",,,,,,,,,,1320," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PTCRUISER CONV/CABRIO",2.4,4,"Auto(L4)","F",19,26,23,23,34.1,26.95,"P",,"T",,,,,,,,1566," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PTCRUISER CONV/CABRIO",2.4,4,"Auto(L4)","F",21,26,23,23.7,34.1,27.47,"R",,,,,,,,,,1436," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PTCRUISER CONV/CABRIO",2.4,4,"Manual(M5)","F",21,27,23,25.2,34.9,28.8,"P",,"T",,,,,,,,1566," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","CHRYSLER","PTCRUISER CONV/CABRIO",2.4,4,"Manual(M5)","F",22,29,25,26.55,36.69,30.32,"R",,,,,,,,,,1320," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","DURANGO 2WD",3.7,6,"Auto(L4)","R",16,21,18,17.7,26.9,20.92,"R",,,,,,,,,,1835," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","DURANGO 2WD",4.7,8,"Auto(L5)","R",14,19,16,15.4,23.9,18.33,"R",,,,,,,,,,2062," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","DURANGO 2WD",4.7,8,"Auto(L5)","R",9,11,10,9.8,14.6,11.5,"E",,,,,,,,,,3000,"E85 260 MI","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","DURANGO 2WD",4.7,8,"Auto(L5)","R",12,15,13,13.5,20.5,15.95,"R",,,,,,,,,,2538,"GAS 340 MI","CLKUP ",2,22,
