"CLASS","MFR","CAR LINE","DISPLACEMENT","NUMB CYL","TRANS","DRIVE SYS","CITY MPG (GUIDE)","HWY MPG (GUIDE)","COMB MPG (GUIDE)","UNRND CITY (EPA)","UNRND HWY (EPA)","UNRND COMP (EPA)","FUEL TYPE","GUZLR","TURBO","SPCHGR","AVG 2D PASS VOL","AVG 2D LUGG VOL","AVG 4D PAS VOL","AVG 4D LUGG VOL","AVG HB PAS VOL","AVG HB LUGG VOL","ANL FL CST","ENG BLK TXT","TRANS DESC TXT","VLVS PER CYL","CLS","REL DT"
"SPEC PURP VEH - S.U.V. - 4WD","FORD","EXPLORER 4WD",4.6,8,"Auto(L6)",4,14,20,16,15.7,25.48,18.97,"R",,,,,,,,,,2062," ","CLKUP ",3,23,
"SPEC PURP VEH - S.U.V. - 4WD","FORD","FREESTYLE AWD",3,6,"Auto(AV)",4,19,24,21,20.83,30.82,24.38,"R",,,,,,,,,,1571," ","VMODE VLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","ENVOY 4WD",4.2,6,"Auto(L4)",4,15,21,18,17.1,27.4,20.58,"R",,,,,,,,,,1835," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","ENVOY 4WD",5.3,8,"Auto(L4)",4,15,21,17,17,27.2,20.45,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","ENVOY XL 4WD",4.2,6,"Auto(L4)",4,14,20,16,15.8,25,18.94,"R",,,,,,,,,,2062," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","ENVOY XL 4WD",5.3,8,"Auto(L4)",4,15,20,17,16.2,25.4,19.35,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","ENVOY XUV 4WD",4.2,6,"Auto(L4)",4,14,20,16,15.8,25,18.94,"R",,,,,,,,,,2062," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON 4WD",5.3,8,"Auto(L4)",4,15,19,17,16.4,25.4,19.51,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON 4WD",5.3,8,"Auto(L4)",4,11,14,12,11.8,17.7,13.88,"E",,,,,,,,,,2499,"RNG310-440","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON 4WD",5.3,8,"Auto(L4)",4,14,18,16,15.7,23.6,18.48,"R",,,,,,,,,,2062,"RNG420-580","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON AWD",6,8,"Auto(L4)",4,13,17,15,15.2,22.2,17.71,"R",,,,,,,,,,2201," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON XL 4WD",5.3,8,"Auto(L4)",4,11,14,12,11.8,17.7,13.88,"E",,,,,,,,,,2499,"RNG310-440","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON XL 4WD",5.3,8,"Auto(L4)",4,14,18,16,15.7,23.6,18.48,"R",,,,,,,,,,2062,"RNG420-580","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","GMC","K1500 YUKON XL AWD",6,8,"Auto(L4)",4,13,17,15,15.2,22.2,17.71,"R",,,,,,,,,,2201," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","HONDA","CR-V 4WD",2.4,4,"Auto(L5)",4,22,27,24,24.55,34.61,28.25,"R",,,,,,,,,,1376," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HONDA","CR-V 4WD",2.4,4,"Manual(M5)",4,21,26,23,23.5,32.8,26.94,"R",,,,,,,,,,1436," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HONDA","ELEMENT 4WD",2.4,4,"Auto(L4)",4,21,24,22,23.4,31.4,26.43,"R",,,,,,,,,,1502," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HONDA","ELEMENT 4WD",2.4,4,"Manual(M5)",4,21,24,22,23.1,30.6,25.96,"R",,,,,,,,,,1502," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HONDA","PILOT 4WD",3.5,6,"Auto(L5)",4,17,22,19,18.5,28.4,21.94,"R",,,,,,,,,,1736," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HUMMER","H3 4WD",3.5,5,"Auto(L4)",4,16,19,17,17.8,24.3,20.24,"R",,,,,,,,,,1940," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HUMMER","H3 4WD",3.5,5,"Manual(M5)",4,16,20,17,17.5,25.4,20.35,"R",,,,,,,,,,1940," ","SIL ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HYUNDAI","SANTAFE 4WD",2.7,6,"Auto(L4)",4,18,23,20,20.1,29.7,23.52,"R",,,,,,101,31,,,1650,"V6","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HYUNDAI","SANTAFE 4WD",3.5,6,"Auto(L5)",4,17,23,19,18.4,29.2,22.07,"R",,,,,,101,31,,,1736,"V6","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HYUNDAI","TUCSON 4WD",2,4,"Manual(M5)","F",21,26,23,23.5,33.3,27.09,"R",,,,,,103,23,,,1436," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","HYUNDAI","TUCSON 4WD",2.7,6,"Auto(L4)","F",19,24,21,21.3,31.3,24.88,"R",,,,,,103,23,,,1571," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","INFINITI","QX56 4WD",5.6,8,"Auto(L5)",4,13,18,15,14.4,22.9,17.29,"R",,,,,,,,,,2201," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","ASCENDER 5-PASSENGER 4WD",4.2,6,"Auto(L4)",4,15,21,18,17.1,27.4,20.58,"R",,,,,,,,,,1835," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","ASCENDER 7-PASSENGER 4WD",4.2,6,"Auto(L4)",4,15,20,17,17.1,27.4,20.58,"R",,,,,,,,,,1940," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","ISUZU","ASCENDER 7-PASSENGER 4WD",5.3,8,"Auto(L4)",4,15,20,17,16.2,25.4,19.35,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","COMMANDER 4WD",3.7,6,"Auto(L5)",4,16,19,17,17.6,25.5,20.45,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","COMMANDER 4WD",4.7,8,"Auto(L5)",4,15,19,17,16.8,25.8,19.93,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","COMMANDER 4WD",5.7,8,"Auto(L5)",4,14,18,16,15.8,24.6,18.83,"R",,,,,,,,,,2062," ","CLKUP ",1,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",3.7,6,"Auto(L5)",4,17,21,18,18.4,26.9,21.45,"R",,,,,,,,,,1835," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",4.7,8,"Auto(L5)",4,15,20,17,16.8,25.8,19.93,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",5.7,8,"Auto(L5)",4,14,19,16,15.8,24.6,18.83,"R",,,,,,,,,,2062," ","CLKUP ",1,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","LIBERTY/CHEROKEE 4WD",2.8,4,"Auto(L5)",4,22,26,23,23.9,32.7,27.19,"D",,,,,,,,,,1338,"DIESEL","CMODE ",1,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","LIBERTY/CHEROKEE 4WD",3.7,6,"Auto(L4)",4,17,22,19,18.7,28,21.99,"R",,,,,,,,,,1736," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","LIBERTY/CHEROKEE 4WD",3.7,6,"Manual(M6)",4,18,22,19,19.5,27.8,22.53,"R",,,,,,,,,,1736," ",,2,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","WRANGLER/TJ 4WD",2.4,4,"Manual(M6)",4,18,21,20,22,26.4,23.78,"R",,,,,,,,,,1650," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","WRANGLER/TJ 4WD",4,6,"Auto(L4)",4,14,18,16,15.8,22.7,18.3,"R",,,,,,,,,,2062," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","WRANGLER/TJ 4WD",4,6,"Manual(M6)",4,15,19,16,16.38,23.76,19.04,"R",,,,,,,,,,2062," ",,2,23,
"SPEC PURP VEH - S.U.V. - 4WD","KIA","KIA SORENTO 4WD",3.5,6,"Auto(L5)",4,15,20,16,16.15,25.05,19.22,"R",,,,,,,,,,2062," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","KIA","KIA SORENTO 4WD",3.5,6,"Manual(M5)",4,16,20,17,17.5,25.5,20.38,"R",,,,,,,,,,1940," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","KIA","KIA SPORTAGE 4WD(KM)",2,4,"Manual(M5)",4,21,26,23,23.6,33.2,27.13,"R",,,,,,,,,,1436," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","KIA","KIA SPORTAGE 4WD(KM)",2.7,6,"Auto(L4)",4,19,23,21,21.1,29.4,24.17,"R",,,,,,,,,,1571," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LAND ROVER","LR3",4,6,"Auto(S6)",4,14,19,16,15.42,24.21,18.43,"R",,,,,,,,,,2062," ","6MODE CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","LAND ROVER","LR3",4.4,8,"Auto(S6)",4,14,18,16,15.6,23.3,18.33,"R",,,,,,,,,,2062," ","6MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LAND ROVER","RANGE ROVER",4.2,8,"Auto(S6)",4,13,18,15,14.5,23.5,17.52,"R",,,"S",,,,,,,2201," ","6MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LAND ROVER","RANGE ROVER",4.4,8,"Auto(S6)",4,14,18,16,15.6,23.3,18.33,"R",,,,,,,,,,2062," ","6MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LAND ROVER","RANGE ROVER SPORT",4.2,8,"Auto(S6)",4,13,18,15,14.5,23.5,17.52,"R",,,"S",,,,,,,2201," ","6MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LAND ROVER","RANGE ROVER SPORT",4.4,8,"Auto(S6)",4,14,19,16,15.3,24.7,18.46,"R",,,,,,,,,,2062," ","6MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LEXUS","GX 470",4.7,8,"Auto(L5)",4,15,19,17,17,24.2,19.63,"P",,,,,,,,,,2117," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LEXUS","LX 470",4.7,8,"Auto(L5)",4,13,17,15,14.95,21.25,17.25,"R",,,,,,,,,,2201," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LEXUS","RX 330 4WD",3.3,6,"Auto(L5)",4,18,24,21,20.45,30.56,24.03,"P",,,,,,,,,,1714," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LEXUS","RX 330 4WD",3.3,6,"Auto(S5)",4,18,24,20,20.4,30.3,23.92,"P",,,,,,,,,,1800," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","LEXUS","RX 400H 4WD",3.3,6,"Auto(AV)",4,31,27,29,34.27,34.27,34.27,"R",,,,,,,,,,1138,"HEV",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MAZDA","TRIBUTE 4WD",2.3,4,"Auto(L4)",4,21,24,22,23,30.89,25.99,"R",,,,,,,,,,1502," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MAZDA","TRIBUTE 4WD",2.3,4,"Manual(M5)",4,22,26,24,24.3,33.7,27.79,"R",,,,,,,,,,1376," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MAZDA","TRIBUTE 4WD",3,6,"Auto(L4)",4,19,23,21,20.9,29.55,24.07,"R",,,,,,,,,,1571,"3.0D-4","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MAZDA","TRIBUTE HYBRID 4WD",2.3,4,"Auto(AV)",4,33,29,31,36.6,36.9,36.73,"R",,,,,,,,,,1066," ","VLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MERCEDES-BENZ","ML350",3.5,6,"Auto(L7)",4,16,20,18,17.9,26.2,20.88,"P",,,,,,107,41,,,2002," ","EMS 2MODE CLKUP",3,23,
"SPEC PURP VEH - S.U.V. - 4WD","MERCEDES-BENZ","ML500",5,8,"Auto(L7)",4,14,19,16,15.6,23.8,18.46,"P",,,,,,107,41,,,2250," ","EMS 2MODE CLKUP",3,23,
"SPEC PURP VEH - S.U.V. - 4WD","MERCEDES-BENZ","R350",3.5,6,"Auto(L7)",4,16,21,18,18.1,27,21.25,"P",,,,,,148,14,,,2002," ","EMS 2MODE CLKUP",3,23,
"SPEC PURP VEH - S.U.V. - 4WD","MERCEDES-BENZ","R500",5,8,"Auto(L7)",4,13,18,15,14.6,22.8,17.42,"P",,,,,,148,14,,,2401," ","EMS 2MODE CLKUP",3,23,
"SPEC PURP VEH - S.U.V. - 4WD","MERCURY","MARINER 4WD",2.3,4,"Auto(L4)",4,21,24,22,23,30.89,25.99,"R",,,,,,,,,,1502," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MERCURY","MARINER 4WD",3,6,"Auto(L4)",4,19,23,21,20.9,29.55,24.07,"R",,,,,,,,,,1571," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MERCURY","MARINER HYBRID 4WD",2.3,4,"Auto(AV)",4,33,29,31,36.6,36.9,36.73,"R",,,,,,,,,,1066," ","VLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MERCURY","MOUNTAINEER 4WD",4,6,"Auto(L5)",4,15,20,17,16.4,25.67,19.58,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","MERCURY","MOUNTAINEER 4WD",4.6,8,"Auto(L6)",4,14,20,16,15.7,25.48,18.97,"R",,,,,,,,,,2062," ","CLKUP ",3,23,
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","ENDEAVOR 4WD",3.8,6,"Auto(S4)",4,17,21,19,18.74,27.52,21.88,"P",,,,,,,,,,1894,"SOHC","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","MONTERO",3.8,6,"Auto(S5)","R",15,19,16,16.2,23.9,18.95,"P",,,,,,,,,,2250,"SOHC","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","OUTLANDER 4WD",2.4,4,"Manual(M5)",4,21,27,23,23.1,34.2,27.05,"R",,,,,,,,,,1436,"SOHC",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","MITSUBISHI","OUTLANDER 4WD",2.4,4,"Auto(S4)",4,21,25,22,22.86,32.27,26.31,"R",,,,,,,,,,1502,"SOHC","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","NISSAN","ARMADA 4WD",5.6,8,"Auto(L5)",4,13,18,15,14.62,23.18,17.53,"R",,,,,,,,,,2201," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","NISSAN","MURANO AWD",3.5,6,"Auto(AV)",4,19,24,21,21.64,31.34,25.14,"R",,,,,,,,,,1571," ","VMODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","NISSAN","PATHFINDER 4WD",4,6,"Auto(L5)",4,15,21,17,16.73,26.58,20.08,"R",,,,,,,,,,1940," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","NISSAN","XTERRA 4WD",4,6,"Auto(L5)",4,16,21,18,17.4,26.5,20.58,"R",,,,,,,,,,1835," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","NISSAN","XTERRA 4WD",4,6,"Manual(M6)",4,17,21,18,18.75,26.73,21.66,"R",,,,,,,,,,1835," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","PORSCHE","CAYENNE",3.2,6,"Auto(L5)",4,15,19,17,16.8,24.6,19.6,"P",,,,,,,,,,2117," ","2MODE ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","PORSCHE","CAYENNE",3.2,6,"Manual(M6)",4,15,20,17,16.2,25.7,19.43,"P",,,,,,,,,,2117," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","PORSCHE","CAYENNE S",4.5,8,"Auto(L5)",4,14,18,16,15.3,23.7,18.2,"P",,,,,,,,,,2250," ","2MODE ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","PORSCHE","CAYENNE TURBO",4.5,8,"Auto(L5)",4,13,18,15,14.3,23.6,17.38,"P",,"T",,,,,,,,2401," ","2MODE ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SAAB","9-7X AWD",4.2,6,"Auto(L4)",4,15,21,18,17.1,27.4,20.58,"R",,,,,,,,,,1835," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SAAB","9-7X AWD",5.3,8,"Auto(L4)",4,15,20,17,17,27.2,20.45,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","SATURN","VUE AWD",3.5,6,"Auto(L5)",4,19,25,21,20.8,32.8,24.9,"R",,,,,,,,,,1571," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","B9 TRIBECA AWD",3,6,"Auto(S5)",4,18,23,20,19.7,29,23.02,"P",,,,,,,,,,1800," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","BAJA AWD",2.5,4,"Auto(L4)",4,21,28,24,23.7,35.4,27.84,"R",,,,,,,,,,1376," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","BAJA AWD",2.5,4,"Manual(M5)",4,19,25,21,21.12,32.17,24.98,"P",,"T",,,,,,,,1714," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","BAJA AWD",2.5,4,"Manual(M5)",4,23,28,25,25.07,36.09,29.07,"R",,,,,,,,,,1320," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","BAJA AWD",2.5,4,"Auto(S4)",4,18,23,20,20.5,29.5,23.76,"P",,"T",,,,,,,,1800," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","FORESTER AWD",2.5,4,"Auto(L4)",4,21,26,23,23.1,32.82,26.65,"P",,"T",,,,95,31,,,1566," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","FORESTER AWD",2.5,4,"Auto(L4)",4,23,28,25,25.14,35.52,28.95,"R",,,,,,95,31,,,1320," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","FORESTER AWD",2.5,4,"Manual(M5)",4,20,26,22,21.68,33.42,25.75,"P",,"T",,,,95,31,,,1638," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","FORESTER AWD",2.5,4,"Manual(M5)",4,22,29,25,24.56,37.31,29.03,"R",,,,,,95,31,,,1320," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","OUTBACK AWD",3,6,"Auto(S5)",4,19,26,22,21.59,32.82,25.52,"P",,,,,,,,,,1638," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","OUTBACK WAGON AWD",2.5,4,"Manual(M5)",4,19,25,21,21.12,32.17,24.98,"P",,"T",,,,,,,,1714," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","OUTBACK WAGON AWD",2.5,4,"Manual(M5)",4,23,28,25,25.07,36.09,29.07,"R",,,,,,,,,,1320," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","OUTBACK WAGON AWD",2.5,4,"Auto(S4)",4,22,28,25,24.62,36.4,28.82,"R",,,,,,,,,,1320," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","OUTBACK WAGON AWD",2.5,4,"Auto(S5)",4,19,24,21,20.8,31.4,24.53,"P",,"T",,,,,,,,1714," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","OUTBACK WAGON AWD",3,6,"Auto(S5)",4,19,26,22,21.59,32.82,25.52,"P",,,,,,,,,,1638," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","GRAND VITARA AWD",2.7,6,"Auto(L5)",4,19,23,21,21.1,29.7,24.26,"R",,,,,,,,,,1571," ","2MODE 2LKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","GRAND VITARA AWD",2.7,6,"Manual(M5)",4,18,23,20,20.1,29.2,23.38,"R",,,,,,,,,,1650," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","GRAND VITARA XL-7 4WD",2.7,6,"Auto(L5)",4,17,22,19,19.2,28.3,22.45,"R",,,,,,,,,,1736," ","2MODE 2LKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","SUZUKI","GRAND VITARA XL-7 4WD",2.7,6,"Manual(M5)",4,17,22,19,19,27.6,22.1,"R",,,,,,,,,,1736," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","4RUNNER 4WD",4,6,"Auto(L5)",4,17,21,18,18.8,26.7,21.69,"R",,,,,,,,,,1835," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","4RUNNER 4WD",4.7,8,"Auto(L5)",4,16,19,17,17.9,24.5,20.37,"R",,,,,,,,,,1940," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","HIGHLANDER 4WD",2.4,4,"Auto(L4)",4,21,25,22,22.8,32.6,26.37,"R",,,,,,,,,,1502," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","HIGHLANDER 4WD",3.3,6,"Auto(L5)",4,18,24,21,20.5,30.6,24.08,"R",,,,,,,,,,1571," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","HIGHLANDER HYBRID 4WD",3.3,6,"Auto(AV)",4,31,27,29,34.27,34.27,34.27,"R",,,,,,,,,,1138,"HEV",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","LAND CRUISER WAGON 4WD",4.7,8,"Auto(L5)",4,13,17,15,14.95,21.25,17.25,"R",,,,,,,,,,2201," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","TOYOTA","SEQUOIA 4WD",4.7,8,"Auto(L5)",4,15,17,16,16.44,22.42,18.68,"R",,,,,,,,,,2062," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","VOLKSWAGEN","TOUAREG",3.2,6,"Auto(S6)",4,16,21,18,17.9,26.9,21.07,"P",,,,,,,,,,2002," ","3MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","VOLKSWAGEN","TOUAREG",4.2,8,"Auto(S6)",4,14,18,15,15.1,23.45,17.98,"P",,,,,,,,,,2401," ","3MODE CLKUP ",5,23,
"SPEC PURP VEH - S.U.V. - 4WD","VOLVO","XC 70 AWD",2.5,5,"Auto(S5)",4,19,26,22,21.2,32.9,25.24,"P",,"T",,,,,,,,1638," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","VOLVO","XC 90 AWD",2.5,5,"Auto(S5)",4,17,22,19,18.98,27.96,22.19,"P",,"T",,,,,,,,1894," ","2MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","VOLVO","XC 90 AWD",4.4,8,"Auto(S6)",4,15,21,17,16.46,26.65,19.88,"P",,,,,,,,,,2117," ","2MODE CLKUP ",4,23,
"COMPACT CARS","ACURA","TSX",2.4,4,"Auto(S5)","F",22,31,26,24.9,39.7,29.92,"P",,,,,,91,13,,,1386," ","2MODE CLKUP ",4,4,11/09/05
"COMPACT CARS","ACURA","TSX",2.4,4,"Manual(M6)","F",22,30,25,24.2,38.5,29.06,"P",,,,,,91,13,,,1440," ",,4,4,11/09/05
"COMPACT CARS","VOLKSWAGEN","GTI",2,4,"Auto(S6)","F",25,31,28,27.99,40.05,32.37,"P",,"T",,,,,,94,15,1285," ","3MODE ",4,4,11/14/05
"COMPACT CARS","VOLKSWAGEN","GTI",2,4,"Manual(M6)","F",23,32,27,26.02,40.71,31.06,"P",,"T",,,,,,94,15,1332," ",,4,4,11/14/05
"MIDSIZE CARS","CADILLAC","STS",4.4,8,"Auto(S6)","R",14,20,16,15,25.9,18.5,"P","G",,,,,103,13,,,2250," ","3MODE CLKUP ",4,5,10/31/05
"MIDSIZE CARS","SAAB","9-5 SEDAN",2.3,4,"Auto(S5)","F",18,26,21,20.5,36,25.43,"P",,"T",,,,96,16,,,1714," ","2MODE CLKUP ",4,5,11/04/05
"MIDSIZE STATION WAGONS","SAAB","9-5 SPORTCOMBI",2.3,4,"Auto(S5)","F",18,26,21,20.5,36,25.43,"P",,"T",,,,97,37,,,1714," ","2MODE CLKUP ",4,8,11/04/05
"SMALL STATION WAGONS","AUDI","A3 QUATTRO",3.2,6,"Auto(S6)",4,21,27,23,23.2,34.6,27.24,"P",,,,,,89,20,,,1566," ","3MODE ",5,7,10/31/05
"SPEC PURP VEH - S.U.V. - 4WD","JEEP","GRAND CHEROKEE 4WD",6.1,8,"Auto(L5)",4,12,15,13,13.7,19.4,15.79,"P",,,,,,,,,,2768," ","CMODE ",1,23,10/01/05
"SPEC PURP VEH - S.U.V. - 4WD","SUBARU","OUTBACK AWD",2.5,4,"Auto(S4)",4,22,28,25,24.62,36.4,28.82,"R",,,,,,,,,,1320," ","CLKUP ",4,23,11/14/05
"STANDARD PICKUP TRUCKS 2WD","CHEVROLET","COLORADO CAB CHASSIS INC 2WD",3.5,5,"Manual(M5)","R",17,22,19,18.9,27.9,22.11,"R",,,,,,,,,,1736," ","SIL ",4,12,09/30/05
"STANDARD PICKUP TRUCKS 2WD","GMC","CANYON CAB CHASSIS INC 2WD",3.5,5,"Manual(M5)","R",17,22,19,18.9,27.9,22.11,"R",,,,,,,,,,1736," ","SIL ",4,12,09/30/05
"TWO SEATERS","FORD","GT        2WD",5.4,8,"Manual(M6)","R",13,21,16,15,26.9,18.73,"P","G",,"S",,,,,,,2250," ",,4,1,09/27/05
"TWO SEATERS","LOTUS","ELISE/EXIGE",1.8,4,"Manual(M6)","R",22,29,25,26.5,37.6,30.56,"P",,,,,,,,,,1440," ","EMS ",4,1,10/12/05
